Job Title,Company Name,Salary Estimate,Rating,Job Description,Skills,Location,Founded,Size
Machine Learning Scientist: AI for Quantum,Quantinuum,null,4.0,"Show moreDesigning, building, programming, and using a quantum computer poses numerous challenges. Modern AI methods show promise in tackling them, and such a project requires quantum computing scientists to identify use cases and design experiments. At Quantinuum we are currently forming a new team to implement our AI strategy, successful applicants will have the opportunity to help us build this.

As a Machine learning scientist in the AI for Quantum team, you will design ML experiments, in collaboration with ML engineers and quantum computing scientists, leading the development of tools and frameworks applying AI techniques to quantum computing to solve hard problems in the quantum computing stack. Specifically, the successful applicant will have access to Quantinuum’s highest quality quantum computers. Example applications can include circuit optimisation, designing quantum algorithms and error mitigation or correction strategies, and in general setups in which AI models work in synergy with quantum computers to solve problems inaccessible to either technology independently.",,"London, England",2021,201 to 500 Employees
Senior Bioinformatician,Kew Gardens,£47K,3.7,"Show moreSenior Bioinformatician
The Senior Bioinformatician will deliver RBG Kew’s mission by managing and leading the bioinformatics team allocated to a major programme to sequence 20,000 fungi and lichen specimens held by RBG Kew’s fungarium and the Natural History Museum (NHM). Over a 4-year period, the project will adopt a mixed approach of whole genome sequencing and barcoding techniques. Containing more than 1.25 million specimens including 50,000 type specimens of worldwide origin, Kew’s fungarium is home to the largest and most complete fungal collection in the world, with many specimens being only available at Kew.
The Senior Bioinformatician will be responsible for managing and leading the bioinformatics team and designing the analytical strategy of the project, including computational needs. The post will successfully develop project software systems necessary to ensure the completion of data processing generated by the project. The Senior Bioinformatician will participate in training programs and contribute to the preparation of scientific outputs.",,"Kew Gardens, England",1759,501 to 1000 Employees
Solution Manager - Scientific Data Management,Zifo RnD Solutions,£47K,4.2,"Show moreWe’re seeking an experienced, motivated, enthusiastic, and curious person with a solid understanding of biological data management, multimodal data integration and bioinformatics to grow our services business with a core focus on developing and expanding our Biological Science Solutions and Services portfolio.

The ideal candidate will be a skilled, self-motivated individual that can propose, design, implement, and support solutions for complex biological data challenges in the Biopharma, Food and Beverage and Crop Science Industries. You will remain close to the science with a background in molecular biology also having a solid understanding of the data, systems and technologies required to create successful business outcomes for our customers.

The successful candidate will define and contribute to advanced solutions and services across the Biopharma, Crop Science and FMCG industries. This role with work closely with the Leadership team to develop strategy across the global team for Biology Data Management Solutions and Services. You will lead projects with customers and Zifo's global multi-disciplinary team of biologists, geneticists, statisticians, data engineers and data scientists, to support cutting-edge drug discovery and development and contribute to a best-in-class bioinformatics solution portfolio. You will also lead and build a team providing expert-level advice to customers and internal teams through consulting and education.


We think that a person that comes with a Product Management, Solutions Consulting, Professional Services or Technical Pre-Sales background with relevant domain experience and academic knowledge will be most suited to this role. Please keep in mind that the following description reflects the profile we believe would best fit the role.

You are curious with a genuine interest in solving technical problems and courage to tackle diverse and complex data challenges. Your logical problem-solving skills contribute to innovative solutions.

You are genuinely interested in building and leading a team. Your commitment extends to fostering collaboration, both within and outside the team, and growth of a new business.

You are eager to learn, adapt, and share your expertise as a leader while being committed to staying current with fundamental theory, principles, and advancements in science & technology.

Strong communicator, coupled with creativity and flexibility enable you to thrive in a collaborative, multi-disciplinary environment with productive relationships.

You prioritize customer satisfaction and your commitment to managing priorities and encouraging interaction fosters a positive and supportive working environment.

You actively work to strengthen our relationships with scientists, enabling their research. Providing bioinformatics expertise, you contribute to the growth and development of those around you.

You have a self-motivated growth mindset, can lead in a flexible environment with change and ambiguity, maintain a positive attitude and seek opportunities for personal and team development.

Confidently liaising at all levels, both internally and externally, you are willing to travel, visit customers and speak at conferences to stay connected with industry contacts and customers.

What you will be doing…

If you are confident that you can ramp up quickly in some of the areas, we would like to get to know you and look forward to receiving your application!

Commercial

Building and expanding the business, developing digital solutions for multimodal data management, digital transformation and bioinformatics using through your network of industry contacts, customer insights, market assessments, partnering and marketing. Developing Strategy, Value Propositions, Customer Solutions, and a Services Portfolio that generates leads and wins opportunities. Participate in conferences, proposals, and retrospectives to successfully secure projects to grow the local and remote practice.

Forecast and monitor demand, capacity, people, in-time recruitment, competency, and skills development. Create opportunities to pull work forward, accelerate existing work, allocate the team, facilitate global working, and nurture our values.

Oversee the Proposal, design, implementation, and development of Customer Solutions for Digital Transformation, Multimodal Data Management and Bioinformatics.

Act as the primary contact for the Practice Area and Team.

People

Servant Leader that can mentor and motivate Bioinformatics consultants and proactively develop talent, capability, and competency. Partners with other regions ensuring coordination and cohesion with international colleagues. Ensure equitable workload distribution.

Identify and communicate hiring and internal transfer needs, aligned with the current pipeline, geography, skills distribution, and growth objectives. Participate in the hiring process, ensuring the seamless onboarding and early contribution for new team members.

Science

Experience in implementing data architecture, data modelling and data lifecycle management across the drug discovery and development domains covering multiple modalities including biologics, antibodies, proteins & peptides, cell therapies, gene therapies, nucleotides, vaccines and omics data. Experience in sequencing and structural analysis techniques (NGS, RNA, DNA, Exome, proteins, antibodies, single-cell). Epigenetic and multi-omics data integration and analysis. High-throughput data processing and analysis.

Technical

Good understanding of how to design and deploy enterprise data architectures for multimodal data (e.g. small molecule, biologics, antibodies, proteins & peptides, cell therapies, gene therapies, nucleotides, vaccines, and omics) in large Biopharma. Knowledge of industry standards, best practices and technology e.g. FAIR, Data Mesh Architectures, Classical and Graph Data Modelling, Data Integrity, ETL, UML, OWL, RDF, Knowledge Graphs, Triple Stores, Taxonomy & Ontology. Experience with Data Mesh, Relational Databases, data lakes, warehouses, big data platforms and object storage e.g. Snowflake, Denodo, Databricks and Talend.

Expertise in NGS data analysis (genome assembly, annotation, variant calling etc.) with knowledge of pipeline development, workflow orchestration, data management, analysis, visualisation, and processing sequencing data at scale.

Python, R, bash, Docker, Singularity, Jupyter. Large-scale biological dataset analyses with experience in statistical analysis, interpretation, machine learning packages, UNIX.

Delivery

Maintain control over team and project allocation to minimize non-billable and bench time by ensuring optimal use of skills and people. Proactively plan, manage, and communicate utilization and realisation. Drive efficiency and scaled execution by moving work to the remote team when feasible.

Ensure up to date and timely reporting on Opportunities, allocation and Data that enables insights into the practice area. Use the designated systems, ensuring on-time and accurate data representation. Ensuring on-time billing, reporting, monitoring, and governance across the practice.


Candidates without a higher degree are encouraged to apply if they possess a strong background in the practical application of Bioinformatics and Machine Learning within the biotech/pharma industry.

Hold a higher-level degree or possess equivalent experience in Molecular Biology or bioinformatics-focused disciplines such as Computational Biology, Genetics, Bioinformatics, Cancer Biology or Applied Statistics/Mathematic


Zifo RnD Solutions is a fast-growing global organization with a presence in US, UK, Germany, France, Japan, China, Singapore, Switzerland, Spain, Ireland, Canada, and India. Zifo helps organizations strategize, design, implement and support their systems in the areas of Laboratory Informatics, Scientific Data Management, Clinical Biometrics, Genome Informatics and Compliance Solutions.

If you are attracted by the idea of joining a team where the employee is integral to the success of the company, where trust, empowerment and self-development are more than just words…. then Zifo could be the Company for you. Here at Zifo, these values are the backbone of our culture.",,"Cambridge, East of England, England",2008,1001 to 5000 Employees
NLP / LLM Scientist - Applied AI ML Lead - Machine Learning Centre of Excellence,JPMorganChase,£92K,4.0,"Show moreJOB DESCRIPTION

NLP / LLM Scientist - Applied AI ML Lead - Machine Learning Centre of Excellence
The Machine Learning Center of Excellence invites the successful candidate to apply sophisticated machine learning methods to a wide variety of complex tasks including natural language processing, speech analytics, time series, reinforcement learning and recommendation systems.
As an NLP / LLM Scientist - Applied AI ML Lead in the Machine Learning Centre of Excellence, you will be responsible for researching and exploring new machine learning methods, developing state-of-the-art machine learning models, and collaborating with multiple partner teams to deploy solutions into production. You will also promote firm-wide initiatives by developing large-scale frameworks to accelerate the application of machine learning models across different areas of the business.



J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world’s most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.





Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we’re setting our businesses, clients, customers and employees up for success.",,"London, England",1799,10000+ Employees
Quantitative Researcher -Volatility,Man Group plc,£84K,4.1,"Show moreAbout Man AHL

Man AHL is one of the world's longest running diversified systematic investment managers, trading in over 800 markets globally and offering a range of absolute return and long-only quantitative strategies that invest across traditional and alternative markets.

With over three decades of quantitative investment experience, Man AHL is committed to constant innovation and evolution of research. It applies advanced technology and scientific rigour to every stage of the investment process, from data curation and cleaning through to signal generation, risk management and execution. It views risk management and trading and execution as central to alpha generation, and its strategies are designed to understand risk, take appropriate exposures and, where necessary, dynamically adjust exposure.

Man AHL brings together scientists, academics, technologists and finance practitioners who are driven by curiosity, intellectual honesty and a passion for solving the complex problems presented by financial markets. It works closely with the Oxford-Man Institute of Quantitative Finance (OMI), Man Group's unique collaboration with the University of Oxford, and leverages insights from its field-leading academic research into machine learning and data analytics.

Founded in 1987, Man AHL's assets under management were $63.8 billion at 31 March 2024. Further information can be found at www.man.com/ahl .



AHL Volatility is the team responsible for the development of high Sharpe strategies across the volatility space. The team has been running for several years and look after a large and successful set of strategies across asset classes. We are continuing to expand the effects of the volatility surface we are modelling. The ideal candidate will be developing volatility strategies across multiple axes, whether it be the expiry space, strike space or markets.



We are seeking a highly motivated individual with exceptional academic track records and well-developed practical skills to join our Volatility research team. In return, you will be provided with the opportunity to work with industry experts and experience cutting-edge commercial quantitative finance research in one of the world's leading systematic hedge funds. Your responsibilities will include:


AHL fosters a performance driven, meritocratic culture with a small company, no-attitude feel. It is flat structured, open, transparent, and collaborative, offering ample opportunity to grow and have enormous impact on what we do. We are actively engaged with the broader research and academic community, as well as renowned industry contributors.

We're fortunate enough to have a fantastic open-plan office overlooking the River Thames, and continually strive to make our environment a great place in which to work.
We offer competitive compensation, a generous holiday allowance, various health and other flexible benefits. We are also committed to continuous learning and development via coaching, mentoring, regular conference attendance and sponsoring academic and professional qualifications.



Man Group is proud to provide the best working environment possible for all of its employees, and we are committed to equal opportunities. At Man Group we believe that a diverse workforce is a critical factor in the success of our business and this is embedded in our culture and values. There are a number of external and internal initiatives, partnerships and programmes that help us to attract and develop talent from diverse backgrounds and that encourage inclusion and diversity across our firm and the industry. Man Group is a Signatory of the Women in Finance Charter and the Race at Work Charter.

Man Group supports many charities, and global initiatives. We support professional training and development, and requests for flexible or part-time working. Employees are also offered two 'Mankind' days of paid leave per year as part of the Man Charitable Trust's community volunteering programme.

We offer comprehensive, firm-wide employee benefits including competitive holiday entitlements, pension/401k, life and long-term disability coverage, group sick pay, enhanced parental leave and long-service leave. Additional benefits are tailored to local markets and may include private medical coverage, discounted gym membership and wellbeing programmes.

Man Group is a Disability Confident Committed employer; if you require help or information on reasonable adjustments as you apply for roles with us, please contact Peopleoperations@man.com .",,"London, England",1783,1001 to 5000 Employees
Research Associate (x2): Rare Events in Non-equilibrium Statistical Physics,University of Cambridge,£40K,4.2,"Show moreTwo postdoctoral positions are available within the Soft Matter Group in the Department of Applied Mathematics and Theoretical Physics (DAMTP), part of the Faculty of Mathematics. This follows the award of a UKRI Grant to Investigators Mike Cates, Rob Jack, and Ronojoy Adhikari.
The Project is titled Nucleation and Extinction in Non-equilibrium Statistical Field Theories. It aims to create a non-equilibrium analogue to classical nucleation theory (CNT) for statistical field theories. In CNT the nucleation rate for a transition between phases is calculable from the free energy barrier corresponding to a critical nucleus. For non-equilibrium nucleation problems, such as phase transitions in an active fluid, no free energy exists and there is no general counterpart to CNT. Other such problems include the nucleation of an invading species in a new environment and the noise-induced transition between different flow patterns in a driven fluid. A closely related problem class is when noise leads to the extinction of an otherwise stable population, gene, or behavioural trait.",,"Cambridge, East of England, England",--,10000+ Employees
"VP, Research & MDS Statistics",GSK,£83K,4.1,"Show moreSite Name: UK - Hertfordshire - Stevenage, GSK HQ, UK - London, Upper Providence, USA - Pennsylvania - Upper Providence
Posted Date: Sep 12 2024

Do you have a passion for innovation in the field of non-clinical statistics and want to help shape the future of the Research & MDS Statistics function and transform the way in which GSK uses quantitative thinking to drive decision-making in R&D? If so, this VP, Research & MDS Statistics career opportunity is an excellent opportunity to pursue.
RMS (Research & Medicine Development Supply Statistics) is the functional home for a large group of statisticians, as well as the driver of statistical integrity across a large part of GSK’s R&D business. Within RMS are the statisticians who support the Research Tech platforms (small & large molecule discovery, oligo research, human genetics & genomics and many more) and the Biology Units within the Research Units; the CMC statisticians who support the work of MDS; translational statisticians who support both the translational science and medicine groups within the Research Units and Precision Medicine; some of our early development portfolio.",,"Stevenage, England",1830,10000+ Employees
Senior Research Associate (Senior Statistical Geneticist),University of Cambridge,£52K,4.2,"Show moreApplications are invited for a Senior Statistical Geneticist to join the Genomics and Bioinformatics Core (GBC) within the Institute of Metabolic Science ¿ Metabolic Research Laboratories at the Clinical School, University of Cambridge.
The GBC provides analytical and data management support to research groups within the Metabolic Research Laboratories (MRL) and covers aspects of genomics such as genome sequencing and single-cell approaches, in addition to broader data integration efforts across multiple types of 'omics data. This specific role provides analytical expertise in the design, implementation and interpretation of projects utilising human genetics data.
The role holder will use their substantial computational background and experience of using statistical genetics approaches to analyse whole exome/genome sequence data in both clinical genetic studies and/or large-scale population studies, such as the UK Biobank. The ability to think creatively and flexibly in bridging the analyses of common and rare genetic variation together with gene expression data across species would be hugely advantageous.",,"Cambridge, East of England, England",--,10000+ Employees
Quantitative Researcher – Credit,Man Group,£84K,4.1,"Show moreAbout Man AHL
Man AHL employs diversified quantitative techniques to offer a range of strategies which encompass traditional momentum, non-traditional momentum, multi-strategy and sector-based approaches. Man AHL’s strategies are primarily alternative and seek to gain potential predictive, alpha-generating insights through rigorous analysis of large data sets.
Man AHL is a specialised engine, applying scientific rigour and advanced technology and execution to a diverse range of data in order to build systematic investment strategies, trading continuously over hundreds of global markets. The team of 150 investment professionals, including 110 researchers, is comprised of scientists, technologists and finance practitioners, driven by curiosity and intellectual honesty, and a passion for solving the complex problems presented by financial markets.",,"London, England",1783,1001 to 5000 Employees
Scientist/Senior Scientist in Applied Statistical Genetics,"Flagship Pioneering, Inc.",£63K,3.3,"Show moreWhat if… you could join an organization that creates, resources, and builds life sciences companies that invent breakthrough technologies to transform human health and sustainability?
Company Summary:
Quotient Therapeutics, Inc. is a privately held, early-stage company developing a novel genomics platform and therapeutics for diseases with a large unmet need.
Quotient Therapeutics, Inc. was founded by Flagship Pioneering, an innovative enterprise that conceives, creates, resources, and grows first-in-category life sciences companies. Flagship Pioneering has created over 100 groundbreaking companies over the past twenty years, all of which are pioneering novel and proprietary biological, industrial, and engineering approaches to solve major needs in human health and sustainability. These companies include Moderna (MRNA) Generate Biomedicines, Sana Biotechnology (SANA), Tessera Therapeutics, Evelo Biosciences (EVLO), Indigo Agriculture, Seres Therapeutics (MCRB), and Syros Pharmaceuticals (SYRS). To date, Flagship has deployed over $2.5 billion in capital toward the founding and growth of its pioneering companies alongside more than $19 billion of follow-on investments from other institutions. In 2021, Flagship Pioneering was ranked 12th globally on Fortune's ""Change the World"" list, an annual ranking of companies that have made a positive social and environmental impact through activities that are part of their core business strategies.",,"Cambridge, East of England, England",2000,51 to 200 Employees
"Statistics Director, Research Statistics",GSK,null,4.1,"Show moreSite Name: UK - Hertfordshire - Stevenage
Posted Date: Aug 21 2024

Location: Stevenage, United Kingdom
Schedule: Hybrid – mix of 2 to 3 days onsite per week and part time remote work
Job group: Digital Data & Analytics
Why GSK?
We are a biopharma company focused on uniting science, technology, and talent to get ahead of disease together. By the end of the decade, we aim to positively impact the health of 2.5 billion people as a successful, growing company where people thrive.
Why Research Statistics?",,"Stevenage, England",1830,10000+ Employees
Senior Statistical Geneticist / Computational Biologist,Illumina,£47K,3.6,"Show moreWhat if the work you did every day could impact the lives of people you know? Or all of humanity?
At Illumina, we are expanding access to genomic technology to realize health equity for billions of people around the world. Our efforts enable life-changing discoveries that are transforming human health through the early detection and diagnosis of diseases and new treatment options for patients.
Working at Illumina means being part of something bigger than yourself. Every person, in every role, has the opportunity to make a difference. Surrounded by extraordinary people, inspiring leaders, and world changing projects, you will do more and become more than you ever thought possible.
Expression of Interest for future opportunities in Deep Learning AI Bioinformatics

Illumina believes that everyone has the ability to make an impact, and we are proud to be an equal opportunities employer committed to providing employment opportunity regardless of sex, race, creed, color, gender, religion, marital status, domestic partner status, age, national origin or ancestry, physical or mental disability, medical condition, sexual orientation, pregnancy, military or veteran status, citizenship status, and genetic information.",,"Cambridge, East of England, England",1998,5001 to 10000 Employees
Quantitative Researcher - Execution,G-Research,£173K,3.5,"Show moreDo you want to tackle the biggest questions in finance with near infinite compute power at your fingertips?
G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded.
This role is based in our new Soho Place office – opened in 2023 - in the heart of Central London and home to our Research Lab.
The role
Our researchers use the latest scientific techniques and advanced statistical analysis methods to predict movement in global financial markets.",,"London, England",2001,501 to 1000 Employees
Senior Bioinformatician,EIT Pathogena,£46K,4.8,"Show moreAbout Ellison Institute of Technology (EIT)
The Ellison Institute of Technology (EIT) works to develop and deploy advanced technology in pursuit of solving some of humanity’s most challenging and enduring problems. Guided by world-leading scientists and entrepreneurs, EIT seeks to accelerate innovation by driving scientific and technological advancements across four humane endeavours: health and medical science, food security and sustainable agriculture, climate change and clean energy, and government innovation and the era of artificial intelligence.
EIT Oxford is a new interdisciplinary research and development facility that bridges The Oxford Science Park and Littlemore. Set for completion in 2027, the state-of-the-art facility will have 30,000m² of research laboratories, an oncology and preventative care clinic, plus educational and meeting spaces. The new facility will further EIT’s current partnership with the University of Oxford and become the new home for Ellison Scholars.",,"Oxford, England",2016,51 to 200 Employees
"Senior Bioinformatics Scientist, Quantitative Analysis",Bicycle Therapeutics,null,3.9,"Show moreCompany Description

Bicycle Therapeutics is a clinical-stage biopharmaceutical company developing a novel class of medicines, referred to as Bicycle® molecules, for diseases that are underserved by existing therapeutics. Bicycle molecules are fully synthetic short peptides constrained with small molecule scaffolds to form two loops that stabilize their structural geometry. This constraint facilitates target binding with high affinity and selectivity, making Bicycle molecules attractive candidates for drug development. The company is evaluating zelenectide pevedotin (previously BT8009), a Bicycle® Toxin Conjugate (BTC®) targeting Nectin-4, a well-validated tumor antigen; BT5528, a BTC targeting EphA2, a historically undruggable target; and BT7480, a Bicycle Tumor-Targeted Immune Cell Agonist® (Bicycle TICA®) targeting Nectin-4 and agonizing CD137, in company-sponsored clinical trials. Additionally, the company is developing Bicycle® Radio Conjugates (BRC™) for radiopharmaceutical use and, through various partnerships, is exploring the use of Bicycle® technology to develop therapies for diseases beyond oncology.",,"Cambridge, East of England, England",2009,201 to 500 Employees
"Manager, Research Science (Foundational Research, Machine Learning)",Thomson Reuters,£66K,4.1,"Show moreAre you a curious and open-minded individual with an interest in leading teams conducting state-of-the-art foundational machine learning research? Thomson Reuters Labs is seeking Research Scientist Managers with a passion for leading teams and solving challenging machine learning problems in a data-rich, complex academic environment driven by real-world problems.

Foundational Research is the dedicated core Machine Learning research division of Thomson Reuters. We are focused on research and development, with a particular focus on advanced algorithms and training techniques for Large Language Models (LLMs). We are building a strong foundation of research capabilities across different areas and are looking for managers who can inspire and guide their teams, are willing to roll up their sleeves and participate in designing, coding, conducting experiments, and translating findings into concrete deliverables. Our focus areas are:",,"London, England",2008,10000+ Employees
Enterprise Account Executive - Scientific Data Cloud (EMEA),TetraScience,null,3.6,"Show moreWho We Are
TetraScience is the Scientific Data and AI Cloud company with a mission to radically improve and extend human life. TetraScience combines the world's only open, purpose-built, and collaborative scientific data and AI cloud with deep scientific expertise across the value chain to accelerate and improve scientific outcomes. TetraScience is catalyzing the Scientific AI revolution by designing and industrializing AI-native scientific data sets, which it brings to life in a growing suite of next generation lab data management products, scientific use cases, and AI-based outcomes. For more information, please visit tetrascience.com.
Our core values are designed to guide our behaviors, actions, and decisions such that we operate as one. We are looking to add individuals to our team that demonstrate the following values:",,Remote,2014,51 to 200 Employees
Senior Ontologist - Data Management Lab,Bloomberg,£66K,4.1,"Show moreBloomberg runs on data. Our products are fuelled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock – from around the world. In Data, we are responsible for delivering this data, news and analytics through innovative technology – quickly and accurately. We apply problem-solving skills to identify innovative workflow efficiencies, and we implement technology solutions to enhance our systems, products and processes - all while providing platinum customer support to our clients. As part of the Data Management Lab (DML) department, we're responsible for supporting the development, enablement, and implementation of data management best practices that enable the delivery of “ready-to-use” data.
What’s the role?",,"London, England",1981,10000+ Employees
Quantitative Researcher - Equities,Man Group plc,£84K,4.1,"Show moreThe Team

The Specialist Equities team is responsible for high-capacity strategies with medium-to-high Sharpe. Our academic backgrounds span Mathematics, Machine Learning, and Computer Science. The team has been running for several years and look after a large and successful set of signals across regions and trading frequencies. We are now diversifying our signal set to capture new sources of alpha. Your role would be to drive and deliver on your own research agenda. It will be fully focused on new alpha research.

Ideal Candidate


AHL fosters a performance driven, meritocratic culture with a small company, no-attitude feel. It is flat structured, open, transparent, and collaborative, offering ample opportunity to grow and have enormous impact on what we do. We are actively engaged with the broader research and academic community, as well as renowned industry contributors.

We're fortunate enough to have a fantastic open-plan office overlooking the River Thames, and continually strive to make our environment a great place in which to work.
We offer competitive compensation, a generous holiday allowance, various health and other flexible benefits. We are also committed to continuous learning and development via coaching, mentoring, regular conference attendance and sponsoring academic and professional qualifications.



Man AHL employs diversified quantitative techniques to offer a range of strategies which encompass traditional momentum, non-traditional momentum, multi-strategy and sector-based approaches. Man AHL's strategies are primarily alternative and seek to gain potential predictive, alpha-generating insights through rigorous analysis of large data sets.

Man AHL is a specialised engine, applying scientific rigour and advanced technology and execution to a diverse range of data in order to build systematic investment strategies, trading continuously over hundreds of global markets. The team of 150 investment professionals, including 47 researchers, is comprised of scientists, technologists and finance practitioners, driven by curiosity and intellectual honesty, and a passion for solving the complex problems presented by financial markets.

The engine leverages Man Group's unique collaboration with the University of Oxford, the Oxford-Man Institute of Quantitative Finance (OMI). The OMI conducts field-leading academic research into machine learning and data analytics, which can be applied to quantitative investing.

Founded in 1987, Man AHL's funds under management were $60.6 billion at 30 September 2022 . Further information can be found at www.man.com/ahl .



Man Group is proud to provide the best working environment possible for all of its employees, and we are committed to equality of opportunity. At Man Group we believe that a diverse workforce is a critical factor in the success of our business, and this is embedded in our culture and values. We run a number of external and internal initiatives, partnerships and programmes that help us to attract and develop talent from diverse backgrounds and encourage diversity and inclusion across our firm and industry. https://www.man.com/diversity . Man Group is also a Signatory of the Women in Finance Charter.

Man Group supports many charities, and global initiatives. We support professional training and development, and requests for flexible or part-time working. Employees are also offered two 'Mankind' days of paid leave per year as part of the Man Charitable Trust's community volunteering programme.

We offer comprehensive, firm-wide employee benefits including competitive holiday entitlements, pension/401k, life and long-term disability coverage, group sick pay, enhanced parental leave and long-service leave. Additional benefits are tailored to local markets and may include private medical coverage, discounted gym membership and wellbeing programmes.",,"London, England",1783,1001 to 5000 Employees
Postdoctoral Research Associate in Applied Statistics and Computational Imaging,Heriot Watt University,£42K,4.0,"Show moreDirectorate: School of Engineering & Physical Sciences
Salary: Grade 7 (£36,924-£46,485)
Contract Type: Full Time (1FTE), Fixed Term (18 Months)
Rewards and Benefits: 33 days annual leave, plus 9 buildings closed days for all full time staff (Part time workers should pro rata this by their FTE). Use our total rewards calculator: https://www.hw.ac.uk/about/work/total-rewards-calculator.htm to see the value of benefits provided by Heriot-Watt University
Detailed Description
This project is part of the new UK Hub in Quantum Sensing Imaging and Timing (QuSIT), that stands as an international centre of excellence for research and innovation, providing thought leadership, coordination and translation to impact across the quantum landscape in the UK and beyond. QuSIT builds upon a decade of government, institutional and industry investment, unifying expertise from two existing internationally leading Hubs in QT Imaging (QuantIC) and Sensing and Timing, maintaining coherence within the UK landscape, bringing together industry, government, and the international community. This Hub is a crucial vector for the delivery of the National Quantum Strategy, enhancing UK prosperity and national security.",,"Edinburgh, Scotland",1969,1001 to 5000 Employees
"Senior Principal Scientist, Research Analytics",UCB,£55K,4.0,"Show moreMake your mark for patients

UCB is seeking a talented and experienced Senior Principal Scientist to join our Research Analytics team in Slough, United Kingdom

About the role
As a key member of the Research Analytics group, you will play a pivotal role in advancing UCB's drug discovery and development efforts by applying advanced analytical techniques to derive insights from complex data sets. This position offers a unique opportunity to contribute to the discovery and development of novel therapeutics in the areas of immunology and neurology, ultimately making a meaningful impact on patients' lives.",,"Slough, Berkshire, South East England, England",--,5001 to 10000 Employees
Quantitative Researcher – 2025 PhD Graduate (Europe),Citadel Enterprise Americas,null,4.0,"Show moreJob Description
At Citadel, our mission is to be the most successful investment team in the world. Quantitative Researchers play a key role in this mission by developing next-generation models and trading approaches for a range of investment strategies. You’ll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.
Your Objectives
Conceptualize valuation strategies, develop, and continuously improve upon mathematical models and help translate algorithms into code",,"London, England",1990,1001 to 5000 Employees
Quantitative Researcher - Portfolio Management,Man Group,£84K,4.1,"Show moreThe Team
AHL Portfolio Management is the team responsible for the portfolio construction and investment management of the firm’s flagship funds as well as the AIS (AHL Investment Solutions) business. The team has been running for several years. It manages a diverse set of funds both in terms of trading styles and asset classes. It is also responsible for portfolio construction as well as allocation research inside AHL.
The Portfolio Management area is split into three sub teams: Analytics, Engineering and Monetisation.
The Portfolio Analytics team’s purpose is to deliver quantifiable, transparent, and actionable insights into our research process.
The Portfolio Engineering team’s purpose is to innovate in how we deliver alpha to clients",,"London, England",1783,1001 to 5000 Employees
Quantitative Researcher – 2025 PhD Intern (Europe),Citadel Enterprise Americas,null,4.0,"Show moreJob Description
At Citadel, our mission is to be the most successful investment team in the world. Quantitative Researchers play a key role in this mission by developing next-generation models and trading approaches for a range of investment strategies. You’ll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.
As an intern, you’ll get to challenge the impossible in research through an 11 week program that will allow you to collaborate and connect with senior team members. In addition, you’ll get the opportunity to network and socialize with peers throughout the internship.",,"London, England",1990,1001 to 5000 Employees
"Research Scientist Intern, AI Core Machine Learning (PhD)",Meta,null,4.0,"Show moreWe are committed to advancing the field of artificial intelligence by making fundamental advances in technologies to help interact with and understand our world. We are seeking individuals passionate in areas such as deep learning, computer vision, audio and speech processing, natural language processing, machine learning, reinforcement learning, computational statistics, signal processing, information retrieval, and applied mathematics. Our interns have an opportunity to make core algorithmic advances and apply their ideas at an unprecedented scale.Our internships are twelve (12) to twenty-four (24) weeks long and we have various start dates throughout the year.















Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.






Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",,"London, England",2004,10000+ Employees
"Lead Decision Scientist, Machine Learning Engineer, UK 2024",Aimpoint Digital,null,5.0,"Show moreAimpoint Digital is a premier analytics consulting firm with a mission to drive business value for clients through expertise in data strategy, data analytics, decision sciences, and data engineering and infrastructure. This position is within our decision sciences practice which focuses on delivering solutions via machine learning and statistical modelling.
What you will do
As a part of Aimpoint Digital, you will focus on enabling clients to get the most out of their data. You will work with all levels of the client organization to build value driving solutions that extract insights and then train them on how to manage and maintain these solutions. Typical solutions will utilize machine learning, artificial intelligence, statistical analysis, automation, optimization, and/or data visualizations. As a Lead Data Scientist, with a Databricks focus, you will be expected to work independently on client engagements, take part in the development of our practice, aid in business development, and contribute innovative ideas and initiatives to our company. As a Lead Data Scientist you will:",,Remote,--,1 to 50 Employees
